StudentID,School,AssessmentDate,AgeAtTest,AgeOfEntry,Parents,StudentRating,Ethnicity,TaskPercent,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answ RW1,Answ RW2,Answ RW3,Answ RW4,Answ RW5,Answ RW6,Answ RW7,Answ RW8,Answ RW9,Answ RW10,Answ RW11,Answ RW12,Answ RW13,Answ RW14,Answ RW15,ANG3,ANT4,RITLS,ROPL,ROPLA,ROPLAB,ROPLB,STXD4,STXS,SVOC,SYN4,VOCDA2,VST2
10003,HSDB,02/03/2015,17,14,HP,3,Filipino,0.666666667,B,A,A,A,C,C,C,C,A,D,B,C,A,C,D,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0.666666667,0.642857143,0.85,,0.652173913,0.688888889,0.727272727,0.592592593,0.7,,0.785714286,0.72,0.733333333
10008,HSDB,02/03/2015,17,16,HP,3,Chinese,0.466666667,C,A,A,A,A,C,A,C,C,B,C,C,B,D,C,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0.5,0.428571429,0.8,,0.304347826,0.288888889,0.272727273,0.740740741,0.3,,0.571428571,0.56,0.866666667
10086,HSDB,02/03/2015,14,,XX,,,0.333333333,B,A,B,B,D,C,B,D,A,D,C,D,D,D,D,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.291666667,0.214285714,0.71,,0.434782609,0.377777778,0.318181818,0.333333333,0.3,,0.071428571,0.16,0.466666667
14001,RSD,16/03/2015,12,15,DP,3,White,0.333333333,D,A,B,C,B,A,D,A,C,A,B,C,C,A,D,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0.833333333,,0.88,,0.47826087,0.577777778,0.681818182,0.592592593,0.8,1,,0.52,
14002,RSD,16/03/2015,11,14,DP,3,White,0.8,B,A,D,A,B,C,D,C,A,B,B,C,B,D,D,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.833333333,,0.88,,0.652173913,0.733333333,0.818181818,0.740740741,0.7,1,,0.72,
14004,RSD,16/03/2015,15,3,HP,3,Hispanic,0.2,C,D,B,C,A,C,C,B,B,B,B,D,A,C,B,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333,,0.6,,0.391304348,0.422222222,0.454545455,0.185185185,0.65,,,0.36,
14005,RSD,16/03/2015,9,8,HP,1,Hispanic,0.666666667,D,C,D,A,D,A,A,C,A,D,B,C,B,D,D,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0.625,,0.92,,0.695652174,0.688888889,0.681818182,0.37037037,0.9,0.962962963,,0.64,
14006,RSD,16/03/2015,8,5,HP,4,Hispanic,0.2,C,A,B,A,D,C,D,D,D,D,C,C,C,A,C,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,,,,0.391304348,0.244444444,0.090909091,0.296296296,0.2,0.185185185,,0.2,
14007,RSD,16/03/2015,10,5,HP,4,Hispanic,0.2,C,C,B,A,Z,D,B,D,A,B,C,D,A,A,A,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.25,,0.25,,0.260869565,0.266666667,0.272727273,0.185185185,0.15,0.62962963,,0.44,
14008,RSD,16/03/2015,8,8,HP,3,White,0.266666667,C,D,C,D,C,D,C,D,D,C,D,D,D,D,D,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.125,,0.63,,0.304347826,0.377777778,0.454545455,0.185185185,0.15,0.666666667,,0.04,
14009,RSD,16/03/2015,11,11,HP,2,White,0.2,A,D,B,B,B,A,B,B,A,A,A,B,B,B,B,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.625,,0.63,,0.391304348,0.488888889,0.590909091,0.296296296,0.4,0.962962963,,0.52,
14010,RSD,16/03/2015,10,12,HP,1,White,0.8,B,A,D,A,C,A,A,C,A,A,B,C,D,D,D,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0.291666667,,0.95,,0.434782609,0.555555556,0.681818182,0.555555556,0.7,0.888888889,,0.44,
14014,RSD,16/03/2015,16,8,HP,3,White,0.6,C,A,B,A,C,C,A,C,A,D,B,B,B,D,D,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0.625,,0.9,,0.52173913,0.533333333,0.545454545,0.703703704,0.95,,,0.68,
14018,RSD,16/03/2015,10,8,DP,1,White,0.866666667,B,A,D,C,D,A,C,C,A,B,B,C,B,D,D,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.75,,0.89,,0.652173913,0.711111111,0.772727273,0.740740741,0.85,1,,0.6,
14019,RSD,16/03/2015,12,9,HP,2,White,0.466666667,B,A,A,A,A,A,D,D,D,D,B,C,B,C,A,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0.333333333,,0.46,,0.260869565,0.311111111,0.363636364,0.666666667,0.85,1,,0.44,
14020,RSD,16/03/2015,13,10,DP,3,Hispanic,0.933333333,B,A,D,A,C,A,D,C,A,B,B,C,B,D,D,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.833333333,,0.92,,0.826086957,0.844444444,0.863636364,0.814814815,0.9,,,0.84,
14023,RSD,16/03/2015,15,15,HP,3,White,0.666666667,C,A,D,A,B,C,C,C,A,C,B,C,D,D,D,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0.583333333,,0.84,,0.739130435,0.755555556,0.772727273,0.518518519,0.8,,,0.68,
14024,RSD,16/03/2015,16,15,DP,1,White,1,B,A,D,A,C,A,C,C,A,B,B,C,B,D,D,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666667,,0.99,,0.739130435,0.822222222,0.909090909,0.962962963,0.95,,,1,
14027,RSD,16/03/2015,14,17,DP,2,White,0.866666667,B,A,D,A,C,C,A,C,A,B,B,C,B,D,D,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.833333333,,0.93,,0.652173913,0.622222222,0.590909091,0.740740741,0.9,,,0.88,
14028,RSD,16/03/2015,12,12,HP,2,White,0.8,B,A,D,A,D,A,A,C,A,A,B,C,B,D,D,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0.583333333,,0.95,,0.52173913,0.555555556,0.590909091,0.888888889,0.7,1,,0.72,
14029,RSD,16/03/2015,16,4,HP,1,White,0.533333333,C,B,A,D,C,A,C,B,D,A,B,C,B,D,D,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0.416666667,,0.95,,0.347826087,0.311111111,0.272727273,0.37037037,0.25,,,0.48,
14030,RSD,16/03/2015,13,15,DP,1,Hispanic,0.8,C,A,D,A,C,A,D,C,A,D,B,C,B,D,D,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.833333333,,0.99,,0.652173913,0.666666667,0.681818182,0.888888889,0.8,,,0.88,
14031,RSD,16/03/2015,14,17,DP,1,Hispanic,0.6,B,C,B,A,C,A,B,A,A,B,C,C,A,D,D,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0.625,,0.9,,0.52173913,0.577777778,0.636363636,0.888888889,0.7,,,0.8,
14033,RSD,16/03/2015,12,5,HP,3,White,0.066666667,A,D,D,B,A,C,B,A,C,A,D,B,D,C,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,0.82,,0.347826087,0.444444444,0.545454545,0.666666667,0.6,1,,0.4,
14034,RSD,16/03/2015,14,16,HP,4,African American,0.333333333,B,C,B,C,C,C,D,A,B,A,B,C,B,A,C,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.625,,0.8,,0.608695652,0.577777778,0.545454545,0.62962963,0.6,,,0.44,
14036,RSD,16/03/2015,13,14,HP,3,White,0.733333333,B,A,D,A,D,C,A,C,A,C,B,C,B,D,D,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0.791666667,,0.95,,0.652173913,0.688888889,0.727272727,0.777777778,0.85,1,,0.68,
14037,RSD,16/03/2015,14,8,HP,3,White,0.733333333,B,A,A,A,D,C,D,C,A,B,B,C,B,D,D,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0.958333333,,0.94,,0.434782609,0.4,0.363636364,0.592592593,0.7,,,0.6,
14038,RSD,16/03/2015,13,5,HP,2,African American,0.4,D,A,B,C,C,C,B,D,A,C,D,A,B,D,D,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0.208333333,,0.33,,0.47826087,0.466666667,0.454545455,0.185185185,0.4,,,0.32,
14039,RSD,16/03/2015,11,11,DP,1,Asian,0.666666667,B,A,B,A,D,A,B,C,A,D,B,C,B,C,D,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0.791666667,,0.89,,0.739130435,0.666666667,0.590909091,0.555555556,0.8,1,,0.76,
14041,RSD,16/03/2015,17,19,HP,3,White,0.733333333,B,A,D,A,D,A,A,C,A,D,B,C,B,D,C,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0.75,,0.96,,0.652173913,0.688888889,0.727272727,0.703703704,0.85,,,0.72,
14042,RSD,16/03/2015,17,5,HP,2,African American,0.8,B,A,D,A,B,C,D,C,A,B,B,C,B,D,D,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.791666667,,0.92,,0.608695652,0.644444444,0.681818182,0.740740741,0.75,,,0.8,
14043,RSD,16/03/2015,15,9,HP,3,Hispanic,0.266666667,D,D,B,A,B,C,C,C,D,B,D,B,D,C,A,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0.5,,0.79,,0.695652174,0.666666667,0.636363636,0.296296296,0.7,,,0.4,
14044,RSD,16/03/2015,11,5,HP,3,White,0.866666667,B,A,D,A,C,C,D,C,A,B,B,C,B,D,D,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.75,,0.92,,0.695652174,0.666666667,0.636363636,0.444444444,0.75,0.925925926,,0.44,
14045,RSD,16/03/2015,10,13,DP,3,White,0.6,B,A,B,B,A,A,A,C,D,B,B,C,B,C,D,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0.375,,0.84,,0.47826087,0.511111111,0.545454545,0.37037037,0.5,0.703703704,,0.52,
14046,RSD,16/03/2015,11,14,DP,3,White,0.866666667,B,A,D,A,C,A,A,C,A,A,B,C,B,D,D,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0.416666667,,0.89,,0.695652174,0.755555556,0.818181818,0.62962963,0.85,1,,0.64,
14047,RSD,16/03/2015,15,13,HP,4,African American,0.666666667,D,A,B,A,C,C,B,C,A,B,B,C,B,D,C,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0.708333333,,0.89,,0.652173913,0.6,0.545454545,0.62962963,0.75,,,0.48,
14050,RSD,16/03/2015,10,13,DP,3,White,0.4,C,A,B,A,D,C,A,C,A,B,B,Z,Z,Z,Z,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0.083333333,,0.48,,0.652173913,0.422222222,0.181818182,0.037037037,0.75,0.814814815,,0.36,
14051,RSD,16/03/2015,15,4,HP,2,White,0.666666667,B,A,C,A,B,C,C,C,A,C,B,C,C,D,D,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0.708333333,,0.86,,0.565217391,0.555555556,0.545454545,0.555555556,0.45,,,0.68,
14052,RSD,16/03/2015,11,13,HP,1,White,0.733333333,B,D,D,A,B,A,A,C,A,B,D,C,B,D,D,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0.625,,0.86,,0.565217391,0.577777778,0.590909091,0.777777778,0.55,0.962962963,,0.8,
14054,RSD,16/03/2015,9,6,HP,1,African American,0.333333333,D,D,A,A,A,A,C,B,D,D,D,D,D,D,D,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0.291666667,,0.75,,0.304347826,0.244444444,0.181818182,0.333333333,0.4,0.925925926,,0.56,
14055,RSD,16/03/2015,13,15,DP,1,White,0.733333333,C,A,D,A,C,C,A,C,A,D,B,C,B,D,D,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0.916666667,,0.99,,0.652173913,0.333333333,,0.740740741,0.95,,,0.76,
14056,RSD,16/03/2015,8,11,DP,2,Asian,0.266666667,A,C,C,C,A,A,B,D,C,D,C,C,D,D,D,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.333333333,,0.39,,0.260869565,0.311111111,0.363636364,0.111111111,0.25,0.777777778,,0.04,
14057,RSD,16/03/2015,11,11,HP,1,White,0.666666667,B,D,A,A,C,C,D,C,D,B,B,C,B,D,D,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.541666667,,0.91,,0.52173913,0.533333333,0.545454545,0.666666667,0.6,0.962962963,,0.76,
14058,RSD,16/03/2015,14,5,HP,3,White,0.666666667,B,A,B,A,D,C,C,C,A,B,D,C,D,D,D,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0.541666667,,0.85,,0.695652174,0.711111111,0.727272727,0.37037037,0.8,,,0.56,
14060,RSD,16/03/2015,14,4,HP,3,Hispanic,0.266666667,B,A,A,A,D,C,B,D,A,C,D,D,D,B,A,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333,,0.66,,0.391304348,0.377777778,0.363636364,0.185185185,0.5,,,0.2,
14063,RSD,16/03/2015,14,9,HP,1,White,0.666666667,C,A,A,B,C,A,A,C,A,B,B,C,B,D,A,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0.875,,0.93,,0.695652174,0.666666667,0.636363636,0.740740741,0.85,,,0.8,
14065,RSD,16/03/2015,10,12,DP,3,Hispanic,0.266666667,D,D,D,D,D,D,D,C,A,B,A,A,D,C,C,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.208333333,,0.78,,0.52173913,0.533333333,0.545454545,0.444444444,0.5,0.962962963,,0.48,
14066,RSD,16/03/2015,9,10,HP,1,Hispanic,0.4,B,B,D,A,C,C,D,B,A,D,A,C,D,B,A,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0.416666667,,0.87,,0.347826087,0.333333333,0.318181818,0.222222222,0.5,0.925925926,,0.32,
14067,RSD,16/03/2015,9,4,HP,3,White,0.2,C,B,C,B,C,D,B,A,A,A,D,A,D,C,D,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.291666667,,0.56,,0.47826087,0.4,0.318181818,0.444444444,0.55,0.962962963,,0.4,
14069,RSD,16/03/2015,10,10,DP,2,White,0.266666667,D,C,B,D,A,A,A,D,A,D,D,C,B,B,B,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.291666667,,0.48,,0.434782609,0.511111111,0.590909091,0.407407407,0.45,0.962962963,,0.36,
14072,RSD,16/03/2015,9,9,HP,3,African American,0.2,A,C,C,B,B,A,D,C,D,D,D,D,D,C,D,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.125,,0.68,,0.260869565,0.355555556,0.454545455,0.259259259,0.3,0.814814815,,0.28,
14073,RSD,16/03/2015,11,11,HP,1,White,0.8,B,A,D,C,C,A,D,C,A,D,B,C,B,D,D,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.541666667,,0.91,,0.565217391,0.644444444,0.727272727,0.592592593,0.75,1,,0.52,
14074,RSD,16/03/2015,16,16,HP,3,White,1,B,A,D,A,C,A,C,C,A,B,B,C,B,D,D,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,,0.94,,0.652173913,0.666666667,0.681818182,0.481481481,0.8,,,0.76,
14076,RSD,16/03/2015,13,11,HP,2,White,0.933333333,B,A,D,A,C,A,D,C,A,B,B,C,B,D,D,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.666666667,,0.86,,0.739130435,0.733333333,0.727272727,0.666666667,0.8,,,0.84,
14077,RSD,16/03/2015,15,6,HP,2,White,0.733333333,B,A,D,A,B,C,D,C,A,A,B,C,B,D,D,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0.833333333,,0.96,,0.652173913,0.6,0.545454545,0.740740741,0.95,,,0.88,
14078,RSD,16/03/2015,10,10,HP,1,White,0.466666667,B,A,A,A,C,A,A,C,C,C,C,C,C,C,Z,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0.208333333,,0.8,,0.434782609,0.422222222,0.409090909,0.481481481,0.55,0.962962963,,0.6,
14082,RSD,16/03/2015,17,13,HP,3,African American,0.4,D,A,A,A,B,A,A,D,C,D,B,C,A,B,D,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0.291666667,,0.7,,0.304347826,0.377777778,0.454545455,0.296296296,0.65,,,0.2,
14084,RSD,16/03/2015,18,6,HP,2,White,0.533333333,B,A,B,D,D,A,A,C,B,B,D,A,B,D,D,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0.708333333,,0.37,,0.565217391,0.666666667,0.772727273,0.592592593,0.85,,,0.88,
